Order ID,Order Date,Origin Port,Carrier,Traffic Level,Customer ID,Product ID,Destination Port,Unit Quantity,Weight,Cost Per Unit,Total Cost
694,2022-06-11,Port 85,V44_2,4,8288,34,Port 45,124,505,39.37,4881.88
695,2022-09-21,Port 87,V44_3,2,1085,83,Port 55,176,466,77.84,13699.84
696,2020-02-29,Port 19,V44_7,3,9279,49,Port 100,241,517,47.56,11461.96
697,2022-03-07,Port 8,V44_6,2,7891,1,Port 43,10,188,87.49,874.9
698,2021-11-19,Port 31,V44_11,4,3625,98,Port 26,338,376,79.02,26708.76
699,2023-10-01,Port 65,V44_12,2,7074,99,Port 65,408,580,32.82,13390.56
700,2023-10-22,Port 72,V44_8,4,9533,43,Port 50,76,541,65.49,4977.24
701,2022-04-08,Port 7,V44_12,4,3498,74,Port 74,308,399,20.94,6449.52
702,2020-12-04,Port 55,V44_12,4,7642,66,Port 33,148,789,41.53,6146.44
703,2022-08-15,Port 45,V44_11,4,9415,84,Port 58,190,362,70.88,13467.2
704,2020-09-18,Port 26,V44_5,3,4041,40,Port 73,177,493,50.18,8881.86
705,2023-06-28,Port 26,V44_3,5,6730,34,Port 98,7,953,59.4,415.8
706,2022-12-29,Port 82,V44_3,2,2770,90,Port 2,401,829,80.35,32220.35
707,2020-02-25,Port 26,V44_4,3,2296,45,Port 22,144,268,16.4,2361.6
708,2022-03-17,Port 9,V44_2,4,5145,81,Port 46,194,309,58.47,11343.18
709,2023-04-27,Port 44,V44_10,2,7340,100,Port 38,192,481,68.12,13079.04
710,2023-03-01,Port 25,V44_7,1,3179,42,Port 99,92,848,43.82,4031.44
711,2023-09-19,Port 86,V44_5,3,3985,93,Port 69,492,294,80.56,39635.52
712,2020-02-25,Port 61,V44_7,3,7125,59,Port 48,160,592,39.34,6294.4
713,2020-06-20,Port 89,V44_4,4,1609,93,Port 96,116,302,95.54,11082.64
714,2023-08-09,Port 89,V44_1,4,6945,68,Port 29,23,50,42.78,983.94
715,2022-05-27,Port 60,V44_1,4,6815,26,Port 49,187,2,61.67,11532.29
716,2020-10-04,Port 77,V44_5,3,4273,19,Port 98,47,681,42.89,2015.83
717,2022-08-03,Port 89,V44_1,4,4096,73,Port 18,25,44,62.5,1562.5
718,2021-01-07,Port 43,V44_3,4,8200,42,Port 54,173,338,30.64,5300.72
719,2020-04-12,Port 75,V44_4,1,4580,36,Port 72,165,245,87.39,14419.35
720,2021-06-16,Port 73,V44_7,2,5521,57,Port 73,214,68,14.72,3150.08
721,2022-02-15,Port 43,V44_10,2,2868,86,Port 6,361,76,26.43,9541.23
722,2021-11-01,Port 79,V44_4,4,2675,35,Port 36,59,717,83.47,4924.73
723,2021-03-09,Port 39,V44_7,4,3225,90,Port 89,119,75,15.26,1815.94
724,2022-07-20,Port 54,V44_3,5,7680,81,Port 60,365,985,98.17,35832.05
725,2021-10-31,Port 43,V44_7,2,9110,84,Port 23,132,727,77.26,10198.32
726,2021-11-22,Port 21,V44_9,5,2694,60,Port 26,284,324,88.51,25136.84
727,2022-02-15,Port 14,V44_10,3,9387,28,Port 67,362,208,89.15,32272.3
728,2021-07-23,Port 59,V44_5,3,3227,89,Port 56,166,623,14.04,2330.64
729,2022-05-13,Port 6,V44_4,1,7046,50,Port 94,224,894,92.48,20715.52
730,2021-05-31,Port 64,V44_1,5,9285,78,Port 91,203,463,37.7,7653.1
731,2020-06-16,Port 29,V44_2,4,2039,37,Port 35,106,275,82.54,8749.24
732,2022-08-21,Port 1,V44_3,1,6506,79,Port 9,169,965,95.8,16190.2
733,2020-02-09,Port 82,V44_1,5,3156,91,Port 84,413,745,62.65,25874.45
734,2023-01-09,Port 29,V44_5,1,8858,16,Port 2,233,918,61.29,14280.57
735,2020-04-16,Port 89,V44_12,2,8573,64,Port 1,346,253,80.59,27884.14
736,2021-12-17,Port 30,V44_8,3,2434,70,Port 77,167,11,42.59,7112.53
737,2021-04-04,Port 60,V44_2,5,1777,48,Port 44,199,323,71.91,14310.09
738,2023-08-24,Port 80,V44_4,1,2214,22,Port 30,465,992,47.0,21855.0
739,2020-05-20,Port 28,V44_8,5,6959,96,Port 65,350,579,37.11,12988.5
740,2023-08-27,Port 31,V44_3,1,4610,73,Port 44,169,954,77.57,13109.33
741,2020-03-23,Port 62,V44_11,4,5223,72,Port 81,160,907,65.19,10430.4
742,2020-03-04,Port 95,V44_8,1,7360,49,Port 41,235,653,43.17,10144.95
743,2021-05-21,Port 99,V44_2,3,9451,38,Port 62,209,912,60.55,12654.95
744,2021-02-12,Port 43,V44_2,5,3034,65,Port 95,408,459,35.21,14365.68
745,2020-02-11,Port 95,V44_11,5,7438,74,Port 35,57,633,79.03,4504.71
746,2023-06-26,Port 49,V44_8,5,1273,83,Port 23,275,303,41.96,11539.0
747,2020-11-08,Port 27,V44_6,2,1110,23,Port 12,426,638,16.74,7131.24
748,2021-05-03,Port 52,V44_10,5,2026,34,Port 51,304,631,28.69,8721.76
749,2020-09-15,Port 24,V44_12,4,6912,52,Port 93,101,315,97.43,9840.43
750,2022-08-27,Port 1,V44_6,1,3014,75,Port 36,122,658,47.66,5814.52
751,2023-10-03,Port 47,V44_8,2,2901,75,Port 31,360,975,41.71,15015.6
752,2020-08-22,Port 2,V44_5,2,6557,22,Port 42,235,199,61.82,14527.7
753,2023-03-01,Port 10,V44_10,3,4008,76,Port 100,332,528,87.37,29006.84
754,2021-03-22,Port 46,V44_9,4,3038,7,Port 76,384,822,86.56,33239.04
755,2022-08-10,Port 4,V44_9,1,3903,30,Port 78,86,151,32.27,2775.22
756,2023-12-03,Port 72,V44_12,2,8309,65,Port 3,209,323,95.42,19942.78
757,2021-06-08,Port 15,V44_6,4,8720,16,Port 5,445,827,28.28,12584.6
758,2022-01-25,Port 19,V44_11,5,6545,7,Port 75,192,29,13.73,2636.16
759,2020-12-09,Port 38,V44_11,2,6527,18,Port 100,156,683,50.12,7818.72
760,2023-05-25,Port 57,V44_6,3,4053,70,Port 29,256,449,12.83,3284.48
761,2023-05-28,Port 25,V44_9,2,8932,56,Port 62,441,562,83.91,37004.31
762,2020-08-22,Port 81,V44_3,5,3352,57,Port 69,29,693,87.51,2537.79
763,2020-12-01,Port 75,V44_11,5,4126,23,Port 10,156,970,70.18,10948.08
764,2021-09-29,Port 98,V44_11,3,7016,78,Port 34,140,568,49.64,6949.6
765,2020-08-09,Port 47,V44_12,2,8375,61,Port 87,345,389,29.45,10160.25
766,2023-03-31,Port 6,V44_10,2,7711,71,Port 55,110,555,39.39,4332.9
767,2020-02-22,Port 4,V44_9,5,1188,34,Port 7,380,251,34.82,13231.6
768,2021-09-30,Port 26,V44_11,1,6167,44,Port 40,428,155,89.84,38451.52
769,2023-03-25,Port 26,V44_5,5,2082,34,Port 63,230,58,72.5,16675.0
770,2023-10-19,Port 37,V44_10,5,9784,81,Port 83,170,50,25.34,4307.8
771,2022-02-07,Port 23,V44_4,2,7794,12,Port 82,401,780,17.91,7181.91
772,2022-03-23,Port 29,V44_4,5,8793,95,Port 53,458,949,48.07,22016.06
773,2021-02-10,Port 34,V44_1,5,2241,98,Port 95,199,882,23.15,4606.85
774,2020-06-04,Port 93,V44_7,4,7741,77,Port 13,214,634,91.72,19628.08
775,2023-04-27,Port 23,V44_8,3,2136,40,Port 38,45,100,43.05,1937.25
776,2023-11-15,Port 44,V44_5,3,2663,45,Port 29,441,908,44.04,19421.64
777,2023-07-08,Port 71,V44_6,5,8950,25,Port 59,332,747,95.13,31583.16
778,2021-05-12,Port 32,V44_9,5,6259,25,Port 65,429,823,54.94,23569.26
779,2020-07-27,Port 23,V44_5,2,5276,43,Port 67,384,19,58.22,22356.48
780,2023-11-28,Port 26,V44_8,3,4991,6,Port 34,30,382,45.51,1365.3
781,2021-09-09,Port 3,V44_12,2,2232,82,Port 36,310,284,12.32,3819.2
782,2023-11-02,Port 23,V44_7,2,1600,36,Port 28,57,563,52.71,3004.47
783,2023-05-14,Port 34,V44_1,1,9776,89,Port 59,208,541,86.21,17931.68
784,2020-09-04,Port 13,V44_10,3,2624,1,Port 7,436,639,25.52,11126.72
785,2023-03-05,Port 3,V44_5,2,5585,2,Port 51,166,230,34.17,5672.22
786,2020-03-25,Port 87,V44_5,2,5364,53,Port 94,178,720,99.26,17668.28
787,2021-12-12,Port 18,V44_2,2,5260,5,Port 49,54,19,10.66,575.64
788,2022-12-27,Port 49,V44_3,5,2541,85,Port 11,305,156,72.51,22115.55
789,2022-05-27,Port 84,V44_9,5,1391,22,Port 70,424,71,48.07,20381.68
790,2023-09-16,Port 15,V44_4,2,7976,30,Port 97,41,915,55.59,2279.19
791,2022-01-28,Port 44,V44_4,4,3610,45,Port 58,132,143,60.15,7939.8
792,2020-05-21,Port 27,V44_4,5,8627,18,Port 84,185,600,84.77,15682.45
793,2022-11-02,Port 40,V44_8,1,4223,87,Port 45,461,928,98.71,45505.31
794,2023-08-19,Port 59,V44_3,3,5148,33,Port 54,33,283,58.55,1932.15
795,2021-11-29,Port 31,V44_2,3,3437,70,Port 33,442,787,97.12,42927.04
796,2020-01-26,Port 48,V44_12,5,7415,75,Port 54,22,358,44.64,982.08
797,2022-05-10,Port 48,V44_9,3,7339,17,Port 60,5,617,78.15,390.75
798,2022-09-30,Port 85,V44_9,5,2687,93,Port 17,389,817,11.28,4387.92
799,2020-08-04,Port 22,V44_6,1,9014,23,Port 87,220,658,90.17,19837.4
800,2022-06-06,Port 68,V44_7,5,9987,84,Port 50,416,675,41.31,17184.96
801,2022-01-11,Port 80,V44_12,2,3468,63,Port 97,248,175,64.19,15919.12
802,2023-07-25,Port 56,V44_7,2,1437,85,Port 30,299,333,45.09,13481.91
803,2022-07-30,Port 92,V44_7,4,8513,75,Port 52,36,1000,77.17,2778.12
804,2023-12-19,Port 9,V44_10,5,3375,7,Port 71,13,35,59.83,777.79
805,2020-11-09,Port 16,V44_6,3,2161,92,Port 9,205,932,13.98,2865.9
806,2022-06-10,Port 19,V44_5,2,1921,76,Port 48,72,663,51.02,3673.44
807,2020-12-26,Port 17,V44_2,5,4621,60,Port 85,432,253,94.31,40741.92
808,2022-12-04,Port 25,V44_4,1,9352,27,Port 39,4,265,18.09,72.36
809,2023-08-25,Port 25,V44_3,3,7168,29,Port 89,18,744,21.25,382.5
810,2021-07-07,Port 69,V44_10,4,6463,42,Port 12,445,554,29.86,13287.7
811,2023-06-15,Port 49,V44_8,4,9420,53,Port 67,492,458,27.27,13416.84
812,2023-01-07,Port 89,V44_11,3,1287,1,Port 48,161,572,43.08,6935.88
813,2022-09-17,Port 48,V44_2,4,8054,20,Port 67,221,63,43.41,9593.61
814,2022-08-10,Port 41,V44_6,2,5126,33,Port 96,122,27,28.92,3528.24
815,2022-06-11,Port 77,V44_1,2,3599,55,Port 78,54,949,50.73,2739.42
816,2023-04-28,Port 55,V44_7,2,6552,97,Port 74,301,531,84.83,25533.83
817,2021-07-03,Port 82,V44_7,3,1573,6,Port 5,17,868,47.17,801.89
818,2021-10-22,Port 32,V44_7,2,7390,47,Port 8,381,228,64.2,24460.2
819,2021-05-17,Port 6,V44_3,4,1042,6,Port 20,78,556,19.17,1495.26
820,2020-06-26,Port 98,V44_7,5,9561,4,Port 58,87,169,10.62,923.94
821,2021-07-25,Port 79,V44_8,4,4624,29,Port 61,342,396,94.36,32271.12
822,2022-07-12,Port 76,V44_1,5,8953,62,Port 90,375,228,82.03,30761.25
823,2021-05-14,Port 25,V44_6,2,9025,37,Port 22,154,857,22.99,3540.46
824,2022-08-09,Port 69,V44_6,1,6269,17,Port 74,254,585,54.14,13751.56
825,2023-03-13,Port 38,V44_2,1,6184,3,Port 15,100,380,74.22,7422.0
826,2023-06-03,Port 20,V44_5,3,6130,70,Port 2,31,790,29.93,927.83
827,2023-09-30,Port 42,V44_4,4,4156,74,Port 100,88,744,24.65,2169.2
828,2022-02-15,Port 32,V44_8,5,9927,30,Port 67,117,283,99.59,11652.03
829,2021-11-19,Port 7,V44_8,4,4888,27,Port 40,7,361,86.32,604.24
830,2020-02-28,Port 81,V44_7,2,7412,47,Port 43,94,123,56.51,5311.94
831,2022-10-09,Port 36,V44_10,1,2688,76,Port 6,311,814,69.46,21602.06
832,2021-10-27,Port 17,V44_4,5,7583,12,Port 90,329,899,80.41,26454.89
833,2021-01-07,Port 66,V44_7,3,9333,18,Port 59,208,117,55.88,11623.04
834,2022-09-25,Port 75,V44_7,2,7153,29,Port 84,386,142,17.26,6662.36
835,2021-03-10,Port 63,V44_4,5,2218,83,Port 72,493,579,26.01,12822.93
836,2021-12-27,Port 27,V44_5,3,4554,3,Port 50,315,820,10.93,3442.95
837,2021-06-13,Port 94,V44_4,5,4251,20,Port 3,305,333,91.17,27806.85
838,2021-11-28,Port 11,V44_10,3,4926,22,Port 38,407,375,40.51,16487.57
839,2021-07-26,Port 61,V44_3,1,9158,10,Port 31,480,145,50.34,24163.2
840,2023-05-05,Port 85,V44_6,4,6120,1,Port 47,294,343,92.52,27200.88
841,2023-12-07,Port 79,V44_3,1,8046,18,Port 53,396,773,55.47,21966.12
842,2021-07-19,Port 9,V44_10,3,6939,52,Port 97,193,295,49.11,9478.23
843,2023-02-12,Port 22,V44_6,3,6161,90,Port 55,107,970,97.45,10427.15
844,2020-01-21,Port 66,V44_10,2,6903,39,Port 5,1,136,48.27,48.27
845,2022-11-24,Port 50,V44_7,1,7588,63,Port 44,95,700,27.6,2622.0
846,2021-01-26,Port 97,V44_2,3,7341,77,Port 5,20,99,21.25,425.0
847,2020-06-24,Port 83,V44_2,5,6649,91,Port 30,167,683,60.8,10153.6
848,2021-05-09,Port 97,V44_2,4,8621,49,Port 91,395,745,91.56,36166.2
849,2022-04-12,Port 66,V44_2,1,8857,78,Port 32,39,966,16.13,629.07
850,2022-09-27,Port 48,V44_12,3,5574,36,Port 57,256,82,57.33,14676.48
851,2023-02-11,Port 64,V44_1,5,2882,2,Port 35,53,537,59.11,3132.83
852,2021-05-07,Port 67,V44_3,2,5949,27,Port 55,114,176,78.8,8983.2
853,2023-11-15,Port 60,V44_9,1,3598,43,Port 76,405,3,49.99,20245.95
854,2022-09-02,Port 23,V44_7,2,8127,59,Port 66,69,123,70.37,4855.53
855,2023-08-15,Port 42,V44_8,5,3456,64,Port 32,231,697,24.32,5617.92
856,2023-12-28,Port 92,V44_2,3,4542,45,Port 28,425,778,73.27,31139.75
857,2022-10-02,Port 48,V44_12,1,1321,63,Port 4,294,505,37.6,11054.4
858,2022-07-06,Port 68,V44_11,1,2775,49,Port 51,4,183,69.7,278.8
859,2020-02-05,Port 89,V44_3,1,7532,48,Port 62,294,831,21.29,6259.26
860,2020-07-09,Port 62,V44_1,4,3946,91,Port 83,349,369,14.93,5210.57
861,2021-08-25,Port 92,V44_1,5,6028,84,Port 57,94,573,84.77,7968.38
862,2021-03-29,Port 64,V44_8,3,1045,84,Port 86,37,579,61.35,2269.95
863,2022-04-08,Port 61,V44_3,2,7779,49,Port 28,268,509,56.68,15190.24
864,2023-11-17,Port 35,V44_1,2,4054,28,Port 3,406,964,80.57,32711.42
865,2021-05-13,Port 75,V44_3,4,9670,49,Port 52,77,77,99.44,7656.88
866,2021-09-19,Port 52,V44_5,3,5735,43,Port 61,59,389,45.15,2663.85
867,2023-09-21,Port 82,V44_6,2,2286,35,Port 90,32,156,36.6,1171.2
868,2023-04-06,Port 75,V44_11,2,4522,49,Port 16,372,467,89.49,33290.28
869,2022-01-25,Port 84,V44_11,5,3259,18,Port 71,112,731,56.39,6315.68
870,2022-08-27,Port 5,V44_12,3,8225,61,Port 18,289,128,53.86,15565.54
871,2023-02-07,Port 27,V44_6,1,6424,21,Port 24,216,497,34.86,7529.76
872,2022-12-23,Port 29,V44_11,3,4442,9,Port 95,103,425,83.72,8623.16
873,2021-12-05,Port 26,V44_10,2,4007,75,Port 24,140,805,27.54,3855.6
874,2022-05-21,Port 58,V44_2,5,3661,75,Port 54,189,667,60.74,11479.86
875,2023-02-01,Port 31,V44_1,3,6086,75,Port 53,46,623,36.86,1695.56
876,2021-11-08,Port 51,V44_3,5,8148,8,Port 61,427,887,69.55,29697.85
877,2021-12-21,Port 28,V44_5,2,2429,82,Port 74,126,478,22.05,2778.3
878,2023-12-10,Port 40,V44_6,5,5706,6,Port 83,180,423,29.54,5317.2
879,2022-07-18,Port 55,V44_2,3,3269,53,Port 36,310,830,10.72,3323.2
880,2021-07-08,Port 49,V44_1,4,4674,99,Port 100,30,989,59.06,1771.8
881,2021-09-19,Port 74,V44_10,4,4373,99,Port 11,423,980,43.07,18218.61
882,2021-05-29,Port 21,V44_2,3,3679,30,Port 79,20,213,16.71,334.2
883,2021-04-17,Port 48,V44_1,2,6944,91,Port 3,92,625,88.9,8178.8
884,2020-09-04,Port 33,V44_10,4,4349,9,Port 99,469,280,59.65,27975.85
885,2021-01-29,Port 71,V44_1,1,5408,68,Port 66,173,170,69.46,12016.58
886,2021-10-08,Port 11,V44_4,2,2316,70,Port 58,357,26,95.42,34064.94
887,2020-09-01,Port 18,V44_3,1,8281,26,Port 66,299,679,98.25,29376.75
888,2023-01-02,Port 97,V44_7,4,6334,79,Port 83,465,994,79.19,36823.35
889,2023-11-14,Port 11,V44_8,2,6131,57,Port 65,230,778,23.13,5319.9
890,2021-01-14,Port 38,V44_2,5,1077,49,Port 56,24,802,92.5,2220.0
891,2021-01-27,Port 57,V44_5,5,8983,43,Port 43,474,1000,71.02,33663.48
892,2021-03-19,Port 67,V44_10,2,7138,69,Port 28,340,70,64.6,21964.0
893,2022-09-18,Port 46,V44_5,5,2008,28,Port 65,38,998,98.44,3740.72
894,2021-07-20,Port 30,V44_10,5,9887,15,Port 98,285,677,58.11,16561.35
895,2023-04-22,Port 75,V44_9,3,3596,92,Port 43,488,234,80.88,39469.44
896,2022-12-10,Port 6,V44_2,4,7796,92,Port 87,478,662,36.65,17518.7
897,2023-05-07,Port 60,V44_10,2,7008,78,Port 77,249,441,42.48,10577.52
898,2021-08-02,Port 66,V44_5,3,7560,34,Port 6,72,768,97.57,7025.04
899,2020-07-24,Port 80,V44_3,3,8154,52,Port 50,343,298,50.41,17290.63
900,2021-02-01,Port 44,V44_2,4,9372,60,Port 61,38,899,80.17,3046.46
901,2021-08-29,Port 55,V44_8,4,6345,19,Port 97,2,882,83.3,166.6
902,2021-04-10,Port 58,V44_10,3,6580,59,Port 27,237,547,14.26,3379.62
903,2022-01-09,Port 60,V44_5,3,7393,27,Port 74,461,532,82.44,38004.84
904,2021-01-02,Port 56,V44_3,1,3655,35,Port 54,68,948,85.97,5845.96
905,2021-09-11,Port 53,V44_11,1,4102,28,Port 27,306,806,23.24,7111.44
906,2020-01-29,Port 48,V44_12,3,7764,18,Port 39,87,322,29.62,2576.94
907,2023-12-21,Port 64,V44_9,1,5644,2,Port 88,68,81,72.77,4948.36
908,2022-12-29,Port 41,V44_2,4,4427,55,Port 22,134,4,74.99,10048.66
909,2020-09-16,Port 35,V44_8,3,4448,90,Port 90,72,515,67.44,4855.68
910,2021-07-15,Port 49,V44_10,5,2072,18,Port 66,426,499,80.9,34463.4
911,2020-04-03,Port 4,V44_4,2,9401,92,Port 89,62,240,87.2,5406.4
912,2020-04-21,Port 23,V44_12,3,2609,73,Port 80,132,191,83.37,11004.84
913,2023-02-07,Port 57,V44_5,1,1849,34,Port 65,116,696,60.91,7065.56
914,2021-08-21,Port 30,V44_1,4,3759,77,Port 97,387,926,62.15,24052.05
915,2023-11-29,Port 34,V44_7,5,6168,38,Port 62,185,745,44.14,8165.9
916,2020-09-15,Port 83,V44_6,4,4591,27,Port 52,358,285,29.79,10664.82
917,2023-07-30,Port 10,V44_11,1,4663,58,Port 4,221,365,68.86,15218.06
918,2022-10-02,Port 46,V44_3,3,7213,99,Port 95,372,830,11.69,4348.68
919,2020-07-29,Port 11,V44_12,1,8135,18,Port 41,343,490,29.19,10012.17
920,2020-01-26,Port 38,V44_8,2,7658,38,Port 82,369,289,87.7,32361.3
921,2023-03-21,Port 65,V44_8,1,8597,99,Port 42,476,194,42.95,20444.2
922,2021-08-05,Port 66,V44_6,4,3635,62,Port 3,248,530,87.29,21647.92
923,2022-08-19,Port 70,V44_9,1,9722,25,Port 86,386,142,49.66,19168.76
924,2022-09-07,Port 83,V44_5,3,8078,63,Port 82,30,642,57.71,1731.3
925,2022-06-21,Port 11,V44_5,2,4825,1,Port 39,228,32,60.86,13876.08
926,2021-11-28,Port 36,V44_11,4,3897,45,Port 74,124,151,75.31,9338.44
927,2021-01-12,Port 30,V44_12,4,9317,88,Port 18,353,485,29.29,10339.37
928,2020-04-15,Port 13,V44_7,2,2388,50,Port 18,162,456,76.7,12425.4
929,2021-06-01,Port 16,V44_7,3,5083,68,Port 16,350,439,16.73,5855.5
930,2022-09-05,Port 10,V44_4,1,9217,5,Port 89,100,796,52.45,5245.0
931,2020-08-21,Port 47,V44_5,4,8715,89,Port 59,77,614,49.34,3799.18
932,2020-05-13,Port 5,V44_11,3,4127,75,Port 8,187,726,97.62,18254.94
933,2022-03-31,Port 70,V44_6,4,6978,23,Port 34,21,624,84.46,1773.66
934,2022-10-04,Port 26,V44_4,2,6585,55,Port 83,193,77,87.14,16818.02
935,2020-05-31,Port 43,V44_4,2,4398,9,Port 72,482,297,98.07,47269.74
936,2023-03-27,Port 26,V44_8,2,7404,35,Port 55,486,528,61.23,29757.78
937,2023-07-13,Port 87,V44_3,1,5448,100,Port 98,362,883,57.23,20717.26
938,2023-11-06,Port 43,V44_12,5,6287,52,Port 90,459,22,10.76,4938.84
939,2020-04-19,Port 33,V44_3,5,2644,40,Port 98,147,290,78.29,11508.63
940,2020-11-06,Port 39,V44_1,5,4975,97,Port 10,15,782,10.86,162.9
941,2020-11-01,Port 96,V44_2,2,5053,5,Port 70,240,909,64.57,15496.8
942,2023-02-26,Port 99,V44_1,4,9254,49,Port 52,491,946,53.41,26224.31
943,2021-09-14,Port 88,V44_10,2,3405,56,Port 88,335,520,59.44,19912.4
944,2020-06-23,Port 36,V44_2,5,6053,97,Port 93,499,752,28.32,14131.68
945,2021-05-23,Port 25,V44_3,4,6920,50,Port 57,430,337,29.7,12771.0
946,2020-08-30,Port 91,V44_2,1,6302,14,Port 4,420,518,45.45,19089.0
947,2023-02-16,Port 78,V44_8,4,6055,7,Port 53,260,27,34.78,9042.8
948,2022-05-02,Port 18,V44_3,5,2186,41,Port 51,80,868,79.09,6327.2
949,2023-05-26,Port 97,V44_3,4,5023,7,Port 27,467,253,42.97,20066.99
950,2023-05-05,Port 92,V44_12,1,6342,33,Port 24,452,966,41.25,18645.0
951,2023-06-20,Port 95,V44_2,1,8868,60,Port 8,199,976,52.09,10365.91
952,2021-04-07,Port 70,V44_5,3,5568,100,Port 98,96,283,49.47,4749.12
953,2022-12-06,Port 34,V44_6,2,1921,38,Port 9,346,88,73.91,25572.86
954,2022-02-18,Port 2,V44_12,4,2229,87,Port 52,133,558,82.82,11015.06
955,2022-07-11,Port 99,V44_6,5,3636,76,Port 98,261,521,76.06,19851.66
956,2022-06-25,Port 39,V44_10,3,4829,23,Port 21,418,746,19.58,8184.44
957,2021-08-31,Port 37,V44_4,4,9007,100,Port 74,324,606,15.31,4960.44
958,2023-04-20,Port 45,V44_12,2,6352,76,Port 87,437,380,90.21,39421.77
959,2022-05-28,Port 52,V44_8,4,9894,73,Port 2,257,869,43.22,11107.54
960,2021-09-17,Port 52,V44_7,1,2348,91,Port 61,147,596,18.89,2776.83
961,2023-03-10,Port 75,V44_7,5,4872,55,Port 25,366,343,57.24,20949.84
962,2023-06-25,Port 97,V44_2,3,4752,53,Port 75,13,27,56.29,731.77
963,2020-05-03,Port 84,V44_11,5,2483,72,Port 75,176,847,93.31,16422.56
964,2023-06-02,Port 2,V44_11,1,5280,36,Port 23,71,721,23.05,1636.55
965,2020-07-22,Port 61,V44_11,3,6918,87,Port 99,330,443,33.23,10965.9
966,2021-03-01,Port 84,V44_9,2,4976,67,Port 66,178,18,70.32,12516.96
967,2023-07-05,Port 66,V44_12,1,3909,76,Port 79,367,63,15.97,5860.99
968,2021-03-08,Port 98,V44_10,4,4322,53,Port 11,262,216,74.63,19553.06
969,2021-06-25,Port 20,V44_5,3,9066,10,Port 87,386,657,70.3,27135.8
970,2023-09-14,Port 51,V44_12,1,6610,73,Port 73,29,843,81.82,2372.78
971,2020-06-15,Port 30,V44_4,2,3352,65,Port 69,448,6,77.52,34728.96
972,2020-11-17,Port 30,V44_8,4,3474,79,Port 21,396,138,30.04,11895.84
973,2021-05-06,Port 93,V44_11,1,2463,33,Port 63,74,456,57.08,4223.92
974,2020-12-21,Port 96,V44_1,1,9699,61,Port 16,235,145,36.99,8692.65
975,2023-02-04,Port 27,V44_6,5,8551,27,Port 72,126,223,42.5,5355.0
976,2020-06-02,Port 61,V44_3,1,3416,43,Port 20,309,11,28.45,8791.05
977,2020-11-16,Port 30,V44_7,2,6560,93,Port 54,323,192,56.3,18184.9
978,2020-01-06,Port 67,V44_4,1,6184,41,Port 90,336,458,83.92,28197.12
979,2022-04-16,Port 76,V44_6,5,7507,80,Port 42,185,782,78.48,14518.8
980,2022-07-11,Port 71,V44_2,2,9545,53,Port 99,17,811,58.36,992.12
981,2023-11-12,Port 97,V44_1,2,9243,98,Port 27,136,610,75.66,10289.76
982,2023-05-01,Port 60,V44_1,5,3508,52,Port 99,200,18,42.26,8452.0
983,2022-08-20,Port 93,V44_5,1,8847,46,Port 30,421,863,34.96,14718.16
984,2021-08-19,Port 60,V44_7,1,4521,46,Port 60,85,922,72.82,6189.7
985,2020-03-07,Port 44,V44_3,5,6358,87,Port 12,95,781,34.05,3234.75
986,2021-04-19,Port 11,V44_8,2,2596,16,Port 59,73,916,27.43,2002.39
987,2021-08-13,Port 41,V44_8,4,5414,54,Port 95,259,136,45.94,11898.46
988,2023-12-18,Port 25,V44_11,4,4240,96,Port 1,38,203,63.7,2420.6
989,2021-08-02,Port 55,V44_7,1,2881,43,Port 69,88,602,78.23,6884.24
990,2023-12-10,Port 99,V44_12,2,9402,74,Port 55,462,348,96.43,44550.66
991,2022-07-18,Port 90,V44_6,3,2596,51,Port 40,218,538,32.85,7161.3
992,2020-05-25,Port 54,V44_8,2,6788,9,Port 79,324,572,81.11,26279.64
993,2023-11-08,Port 27,V44_3,4,1623,43,Port 34,289,60,68.16,19698.24
994,2021-04-23,Port 57,V44_6,2,9046,22,Port 22,56,71,72.01,4032.56
995,2021-06-25,Port 58,V44_12,2,4459,60,Port 52,131,543,10.86,1422.66
996,2023-07-04,Port 72,V44_12,4,7101,10,Port 76,272,140,81.41,22143.52
997,2023-04-22,Port 4,V44_7,3,7658,39,Port 38,58,244,51.07,2962.06
998,2023-09-16,Port 48,V44_11,2,3487,27,Port 21,240,610,53.93,12943.2
999,2021-02-09,Port 18,V44_6,2,7251,20,Port 4,487,115,54.16,26375.92
1000,2022-05-20,Port 74,V44_10,1,4873,42,Port 27,195,567,18.9,3685.5
1001,2020-08-23,Port 17,V44_12,3,5151,9,Port 92,82,244,92.9,7617.8
1002,2023-01-20,Port 40,V44_3,1,6658,100,Port 90,91,262,78.43,7137.13
1003,2021-04-05,Port 95,V44_1,1,7149,10,Port 76,374,456,55.53,20768.22
1004,2023-08-19,Port 2,V44_3,3,8258,48,Port 69,59,976,91.03,5370.77
1005,2020-11-01,Port 64,V44_5,5,5453,43,Port 88,490,209,83.59,40959.1
1006,2021-06-28,Port 85,V44_7,2,7273,67,Port 86,258,961,54.59,14084.22
1007,2020-10-18,Port 46,V44_2,3,8602,62,Port 31,451,35,25.5,11500.5
1008,2020-05-26,Port 44,V44_8,2,3115,95,Port 12,244,847,28.46,6944.24
1009,2020-05-02,Port 29,V44_6,3,9492,86,Port 87,429,925,24.17,10368.93
